"gene";"mean";"sd"
"OPTC";-6.77970361536807e-07;7.22579130671461e-06
"OPTN";-4.06943698636862e-06;2.00201608530024e-05
"OR13A1";1.45538114916658e-07;2.79397169551419e-06
"OR2B6";2.52758639512969e-05;0.000119445638601869
"OR4N2";-1.26162358084122e-06;8.27229043556648e-06
"OR4N4";-3.02231150796353e-07;9.27790275118429e-06
"OR7A5";-4.2845444394288e-06;1.87017593821534e-05
"OR7D2";1.41823865696199e-07;2.36781276460293e-06
"OR7E156P";-5.41282585551638e-06;5.19744390289563e-05
"OR9G9";-3.47755761165168e-07;6.73201944724764e-06
"ORAI1";-3.95230498881635e-06;1.53713400866571e-05
"ORAI3";-1.14762911925075e-06;1.20837637615391e-05
"ORAOV1";2.09441059246918e-06;1.86256874309136e-05
"ORC5L";-0.000111866953072026;0.00014205767828947
"ORMDL1";-3.45857126998031e-06;1.61981456247017e-05
"ORMDL3";4.65936508248184e-05;4.85076812371319e-05
"OS9";-1.78698133658383e-05;7.29884725932689e-05
"OSBP2";-7.86713240643707e-08;9.65706534199694e-07
"OSBPL1A";3.87837247146849e-05;3.65219210957068e-05
"OSBPL2";-2.95089695263525e-05;5.50493195423111e-05
"OSBPL6";-6.53313544814613e-05;0.000128496458879732
"OSBPL9";-4.26280239419282e-08;4.51054176843969e-07
"OSGEP";-6.11857746036491e-06;8.37126373606212e-05
"OSGIN1";-0.000419553779240684;0.00102555673495686
"OSM";9.98010790902744e-07;7.18870736984607e-06
"OSR1";0;0
"OSR2";1.44140771597726e-06;5.58107907033976e-06
"OSTalpha";-0.000109133009682663;4.33415278364221e-05
"OSTBETA";5.94662468451368e-06;4.31122877682519e-05
"OSTC";-2.26305102664656e-07;4.34677133677115e-06
"OSTM1";0;0
"OTOL1";0;0
"OTOP1";-3.24481331546995e-08;3.99039812762729e-05
"OTOP2";9.76646893107132e-07;1.55819930964975e-05
"OTX2";0;0
"OVGP1";1.45824580417973e-05;1.62269144825321e-05
"OXA1L";1.28311371150328e-05;2.05319619457151e-05
"OXER1";0;0
"OXGR1";0;0
"OXT";2.48630556077195e-08;9.42593834077744e-07
"P2RX1";-3.34142031753952e-06;1.14279071936612e-05
"P2RX2";-1.77666996541144e-06;9.15941425933401e-06
"P2RX4";2.92750637923588e-05;6.64852160532111e-05
"P2RX6";-6.41353438616978e-07;3.60752207187213e-06
"P2RY1";-2.99147808716764e-06;1.09825490750548e-05
"P2RY6";-0.00092527837985861;0.00195285746237226
"P2RY8";-2.73871092535349e-06;3.40036590687727e-05
"P4HA1";4.51573814171273e-06;2.55548705343174e-05
"P4HA2";-1.90663945405594e-05;3.02836181987948e-05
"P4HTM";-3.68723770571251e-05;4.47430368479917e-05
"PA2G4";-0.00219028649915926;0.00133508572421008
"PABPC1";-5.29457912037123e-06;3.93539629256926e-05
"PABPC1L";3.24991215644774e-06;1.21952809553909e-05
"PABPC4";-1.34025678072447e-05;3.30591799521581e-05
"PABPC5";1.45972467724387e-05;4.18691516194203e-05
"PACRG";0.00274145382328796;0.00744889359870867
"PACSIN1";1.15666281821098e-08;3.48603858613182e-06
"PADI3";1.07207165000968e-05;2.18088387379903e-05
"PADI4";8.4374893249906e-07;1.26948162564172e-05
"PAEP";-6.76580651620721e-05;0.000450180287703998
"PAFAH1B2";1.24445693153359e-07;3.63317628627634e-06
"PAFAH1B3";6.92893645265854e-06;9.35648920922981e-06
"PAG1";-3.40083931676043e-05;3.18518808237806e-05
"PAGE1";7.0718053746113e-06;7.68831642117252e-05
"PAGE4";0;0
"PAGE5";3.38379360387753e-06;4.65680115255845e-05
"PAICS";-1.12371879673714e-05;3.19857382696439e-05
"PAIP2B";0;0
"PAK1IP1";-0.0013852591234552;0.00129348623736836
"PAK6";-1.14013436139396e-08;1.12263339077584e-07
"PAK7";6.12748774981761e-06;3.2059054199233e-05
"PALB2";0;0
"PALLD";-1.27522908556681e-06;3.80654119055956e-05
"PALM";-0.000491899216834505;0.000175226900959404
"PALM2";-4.375077575011e-05;0.000147810119926209
"PALM3";1.60361006002382e-05;7.30423270171128e-05
"PALMD";9.93356925078219e-05;6.8374470424313e-05
"PAMR1";0;0
"PANX1";-5.39723294462833e-07;7.70667887339599e-06
"PANX2";-1.08084861113559e-05;2.4247675023988e-05
"PAOX";-4.98743370369897e-05;2.03487163361688e-05
"PAPL";-6.65460517567994e-07;4.05176333671301e-06
"PAPPA";0.00291703163000457;0.00221846294472446
"PAQR4";-2.48236181516787e-06;7.21634407505994e-06
"PAQR6";-0.000252034578761583;0.000734110607565253
"PAQR7";-8.7851223050902e-06;1.00241179264032e-05
"PARD3";-4.69258398139277e-07;2.32050955759338e-06
"PARD6B";8.81559465171647e-07;2.59298320663404e-06
"PARK7";0;0
"PARM1";2.95423726643974e-05;3.00730127201346e-05
"PARP10";-1.64324690707951e-05;4.94959658284408e-05
"PARP3";2.01959666026371e-07;2.21669645407349e-06
"PARP4";7.92796322239509e-06;2.71235511944356e-06
"PART1";6.65055591683694e-07;8.33711661969129e-06
"PARVA";6.19764149776236e-06;1.13485508172597e-05
"PARVB";-2.0478447574086e-05;0.000163430697490543
"PATE1";-3.71167398039352e-07;1.0566809407464e-05
"PATZ1";-1.90889193352182e-06;3.87255706554866e-06
"PAWR";1.67867235848947e-05;1.24363827737435e-05
"PAX1";1.24898101677095e-05;0.000116293558708209
"PAX2";-4.89021859406189e-06;8.01642084224126e-06
"PAX3";1.00852520773021e-05;2.67315815806638e-05
"PAX5";0;0
"PAX7";6.78080342181269e-06;2.59225228516101e-05
"PAX8";0;0
"PAX9";5.56108184077091e-06;2.72803182441006e-05
"PBLD";5.38155360679722e-05;0.000169452182963547
"PBRM1";-6.61309751617805e-06;1.87990727423477e-05
"PBX1";-7.63597576579504e-06;6.56916479552833e-06
"PBX2";-8.23868182109874e-08;4.41107551179083e-06
"PBX4";7.44426521436958e-07;5.90278753677918e-06
"PBXIP1";2.10843710159403e-06;1.17006248694173e-05
"PCA3";3.16309812211791e-08;1.33358955805556e-06
"PCBD2";3.22335946291967e-09;2.40605200036211e-08
"PCBP1";0;0
"PCBP4";0.0138400896102449;0.00539446225751088
"PCDH1";-3.13506242372927e-05;4.01875011459241e-05
"PCDH11X";9.38423503597132e-06;4.66940530594849e-05
"PCDH19";1.1302858723509e-05;2.50019344521154e-05
"PCDH20";2.03177253313027e-05;4.58653082107318e-05
"PCDH7";-1.09623802101699e-05;1.1473299863565e-05
"PCDH9";-0.000118494161040055;0.00038731093339374
"PCDHB16";-4.77940251073831e-07;5.53475882561995e-07
"PCDHB18";-5.03634516337862e-06;1.81085102331758e-05
"PCDHB6";-1.43560948046873e-05;6.25940902574692e-05
"PCDHGA1";-3.46125758467614e-06;1.7904326657929e-05
"PCDHGA11";0;0
"PCDHGA12";-3.21472031427012e-08;1.15136558057674e-06
"PCDHGA2";-8.01567644597617e-07;4.43441272268228e-06
"PCDHGA7";-9.04455699290222e-06;4.0379156239668e-05
"PCDP1";3.78961882827117e-06;2.87163910479302e-05
"PCGF2";0.00213076887480084;0.00066924056592091
"PCLO";3.33732759133348e-07;5.8653639706096e-06
"PCM1";0;0
"PCMTD2";1.31824112729309e-05;8.33162865843625e-06
"PCP2";6.3510887631262e-07;1.25073622224532e-05
"PCP4L1";3.91818403490097e-06;1.46117531646874e-05
"PCSK1";4.8882234101552e-06;3.84199285364828e-05
"PCSK1N";-1.64014519229416e-05;5.34325618312639e-05
"PCSK5";0.000939953006771803;0.00305862692573346
"PCSK6";1.3645260481364e-05;2.85289563031563e-05
"PCSK9";-3.73129796518889e-06;4.80382414390265e-06
"PDCD10";1.57305811330151e-07;3.54865392648536e-07
"PDCD1LG2";4.34846860828494e-05;0.000212439832416862
"PDE1B";0;0
"PDE3A";1.09119285103101e-05;2.40940037733856e-05
"PDE4B";-1.19314149166362e-05;1.08678719582068e-05
"PDE4C";0;0
"PDE4DIP";1.28159849176139e-07;3.55014912620798e-06
"PDE6D";0;0
"PDE6G";-1.10567221815504e-05;3.82775133096314e-05
"PDE7A";-1.2487309710969e-06;1.620388972072e-05
"PDE7B";-0.00106821167562834;0.00278476674285443
"PDE8A";4.52216349585597e-06;1.60388104770485e-05
"PDE9A";2.3179659645834e-07;9.94561924989448e-07
"PDF";-3.74713548445698e-05;6.69620748389637e-05
"PDGFB";0.00183898776876252;0.000638767530511998
"PDGFD";-0.00013644557717733;0.000462371418707136
"PDGFRA";0;0
"PDGFRB";-1.69680798386375e-06;6.24408637199888e-05
"PDHA1";0;0
"PDHB";-0.000172805408013533;0.00020445719827886
"PDHX";1.20485861247892e-07;6.6147304408557e-07
"PDIA2";-8.95549575648414e-07;5.31236362291482e-06
"PDK1";-6.44482043762441e-05;4.91708446511405e-05
"PDK3";-1.73979105665355e-05;3.19965996172448e-05
"PDLIM2";1.1222059629097e-05;5.12980616608806e-06
"PDPN";0;0
"PDRG1";0.000279911231245791;0.00092199188380783
"PDX1";2.49660098846001e-06;9.20522439654591e-06
"PDXDC2";2.01218353224362e-05;2.3008052542024e-05
"PDXP";-2.31393875968319e-05;9.45738144975817e-06
"PDZD11";6.05640056492715e-05;4.9644066471642e-05
"PDZD2";0;0
"PDZD3";0.000142202923294805;0.00048642767655174
"PDZD7";8.50929354887974e-06;3.56557663998948e-05
"PDZRN4";-2.21793562048263e-06;5.40059712701476e-06
"PEA15";1.89452745916202e-05;8.97185087960739e-06
"PEBP4";-5.08101213049226e-07;4.19007796239344e-06
"PECR";-0.000150931209774752;0.00013942669657876
"PEG10";7.13164114138994e-05;6.31966914582387e-05
"PEG3";1.68700600741052e-06;4.17745550960107e-06
"PELI3";-3.88843880094315e-06;9.45388386321099e-06
"PELO";-1.49447854531785e-06;1.35187176176251e-05
"PENK";4.8464058905783e-07;1.45269287287827e-05
"PEPD";8.18675378216001e-06;5.39525515367134e-05
"PER1";0;0
"PER2";-1.79330904339209e-05;2.28645132708489e-05
"PET112L";0.0010307021029818;0.000328602424144824
"PEX11B";-8.30053187356392e-06;6.40149032219597e-06
"PEX11G";0.000153171395674479;0.000401741989510535
"PEX13";0.000295526713071615;0.000994528424144743
"PEX5L";1.05840039919459e-05;7.14578688406954e-05
"PEX6";-0.00683078989730958;0.00786983380174702
"PEX7";0.000355406666476506;0.000107122683873139
"PF4V1";-9.49218494502888e-08;2.13798206579779e-06
"PFDN2";-5.27419994199182e-05;0.00011276316600378
"PFKFB2";-4.51491873934806e-05;6.23765657711501e-05
"PFKFB3";0;0
"PFKFB4";-1.46298444155834e-05;1.76924195380044e-05
"PGAP3";3.09251795356764e-05;1.91088101493285e-05
"PGBD1";-2.45993965528462e-05;0.000205311531071962
"PGBD3";-2.1699157156704e-06;5.62839358567318e-06
"PGCP";-6.83719529033417e-05;0.000121305899776313
"PGF";-3.89307150903642e-06;1.15847382157083e-05
"PGK2";0;0
"PGM1";2.3885605064135e-05;2.04874178165426e-05
"PGM5P2";6.03158808588892e-08;4.74808594027499e-07
"PGP";-1.03053480511639e-05;3.77069447557043e-05
"PGPEP1";3.85083544596152e-05;4.68846086375495e-05
"PGPEP1L";1.47171813098363e-05;7.98384187835029e-05
"PGR";-2.20803864177385e-07;6.2677364659679e-06
"PGRMC2";-4.78471495383394e-06;1.4194383926513e-05
"PHC2";0;0
"PHF1";-3.74847867294548e-06;1.03701340728171e-05
"PHF15";1.79739319126435e-05;7.85575364486636e-05
"PHF16";1.50734302943756e-05;6.60640778374522e-06
"PHF17";-1.11469968966156e-05;2.69849440455676e-05
"PHF21B";-1.62147955575172e-05;6.86509593672736e-05
"PHF6";-0.000100219625541636;4.12627958275102e-05
"PHKA1";0;0
"PHKG1";0;0
"PHLDA1";1.76685096458693e-05;1.98295728956521e-05
"PHLDB2";3.63928393273286e-05;7.73339231101048e-05
"PHLDB3";-1.63852183654795e-09;8.75344924612127e-08
"PHLPP1";-4.25601748819183e-05;3.218094012117e-05
"PHOSPHO1";-2.53414621265911e-06;1.66079332591067e-05
"PHOSPHO2";8.72190798922825e-07;1.22167557273883e-06
"PHOX2B";4.79233390252007e-07;4.53777225700933e-06
"PHTF1";0;0
"PHYHD1";6.87540989123889e-07;1.07825210016407e-05
"PI15";-0.000131477451873862;0.000287852776555137
"PI4K2A";-3.25452712220029e-05;3.23102240643683e-05
"PICALM";-8.68006096506408e-07;4.31385607710366e-07
"PID1";5.42322522799149e-06;1.27027266752443e-05
"PIGL";0;0
"PIGM";-0.000139021463464157;0.000339663141821505
"PIGP";-5.43299251958184e-06;4.10900380054374e-05
"PIGT";0.000730211276018271;0.000217973302518538
"PIGU";2.36837373926054e-06;1.79147970486547e-05
"PIGZ";7.3861616234672e-05;2.7366771235244e-05
"PIK3AP1";2.96759396176551e-06;1.30905278275288e-05
"PIK3C2B";-2.22038559866955e-05;3.08801062123023e-05
"PIK3C2G";3.1625744612248e-06;2.99527353728557e-05
"PIK3CA";-7.52536825222104e-06;2.25690828734252e-05
"PIK3CB";-8.8278873777962e-06;2.43304710725772e-05
"PIK3IP1";-4.09020265568214e-07;4.48223236794083e-06
"PIK3R1";0.000152000208838044;0.00016805956057149
"PIK3R2";-7.10861706137676e-05;5.03381107764554e-05
"PIM1";0.000212350957451667;0.000510322583905718
"PINX1";0.000518416251425831;0.00125731012532797
"PIP";2.24576323700651e-05;0.000203457395787079
"PIP4K2C";1.65643674393202e-06;2.92649365183262e-05
"PIP5K1B";2.2493036097337e-05;9.54131937045756e-05
"PIP5KL1";-4.47931869882405e-08;1.21982748799547e-06
"PIR";4.43335099146039e-06;2.43008046436205e-05
"PITPNA";4.31062647763906e-05;8.87333850096606e-05
"PITPNM1";-1.22949007861248e-07;3.28607050437032e-06
"PITPNM3";5.40206219189247e-06;6.33771063377902e-06
"PITRM1";-2.23493302816115e-05;0.000115015551107521
"PITX1";0.000133798550722156;0.00114741753306861
"PJA1";0;0
"PKD1L2";-5.49554566989634e-07;1.45103119108846e-05
"PKDREJ";5.32499619024853e-07;3.35740645273239e-06
"PKHD1";2.59726727288072e-06;1.59475264924797e-05
"PKIA";-4.40851118221993e-05;9.55490967917769e-05
"PKIB";-2.60690881686463e-06;1.29876737189183e-05
"PKIG";0;0
"PKN1";-1.03006056868972e-05;1.25945783081061e-05
"PKN3";-6.1244573465072e-05;0.000107626819081995
"PKNOX2";6.04046490263848e-05;0.000324870388595767
"PL.5283";2.57688526749766e-05;3.316949983433e-05
"PLA1A";1.03327586624288e-06;9.77541691900845e-06
"PLA2G15";-2.11872649350689e-05;2.93544101690438e-05
"PLA2G16";-2.50260688456059e-07;1.31042019074e-06
"PLA2G2F";-2.61718535125075e-08;9.88991736558197e-07
"PLA2G3";0.000603037329848442;0.00139222510325949
"PLA2G4A";-1.58971766921421e-05;1.70427937570505e-05
"PLA2G4C";0;0
"PLA2G4D";0.000572708017791454;0.000899466081765982
"PLA2G6";-4.95644826030014e-05;0.000112013895336878
"PLA2R1";0;0
"PLAC2";-1.10506232781075e-07;2.22889883928905e-06
"PLAC8";-5.80536418890226e-07;6.95749417076207e-06
"PLAG1";-9.04404199457967e-05;7.32184573891211e-05
"PLAT";0;0
"PLAUR";0;0
"PLBD1";-4.09204647676269e-07;5.29323082475728e-06
"PLCB1";0;0
"PLCD1";2.6621725464375e-06;3.68726571560169e-06
"PLCD4";-8.41124802091644e-05;0.00024269370454458
"PLCG1";-0.000130516815006714;0.000369139816391558
"PLCG2";-2.3806425295008e-05;6.08136682601026e-05
"PLCH1";5.90981799111742e-05;0.000467453967904018
"PLCH2";0;0
"PLCL2";-2.62118132069797e-06;7.97925165192432e-06
"PLD1";-0.000230178459528447;0.000193360419549416
"PLD2";2.92593569565187e-05;3.44396291387216e-05
"PLD3";-5.70324740385812e-05;0.000145284849048387
"PLD6";-0.00144801259115947;0.000786698345691024
"PLEK2";-9.04056399670799e-06;1.12772956214462e-05
"PLEKHA2";0.000298331488698674;0.000338413287788573
"PLEKHA4";0;0
"PLEKHA5";-6.8682444239579e-05;0.000102530419299211
"PLEKHA6";0;0
"PLEKHA7";-2.11845900739011e-07;1.96171861799859e-06
"PLEKHA8";8.13169336846547e-07;4.32190561181808e-06
"PLEKHA9";0;0
"PLEKHB1";0;0
"PLEKHG2";-1.57449487413663e-06;2.61823745380365e-06
"PLEKHG4";5.82677556139368e-07;8.06109529242756e-06
"PLEKHG4B";5.03417637276504e-05;8.63270804047699e-05
"PLEKHG5";0;0
"PLEKHG7";3.35367009461041e-07;3.68070026432379e-06
"PLEKHH3";2.01963554145994e-05;2.29609892577891e-05
"PLG";6.03322121455772e-07;3.5482801414114e-06
"PLIN1";-3.06560172361559e-05;8.41533641211164e-05
"PLIN2";9.69541434334894e-05;0.000250917293081258
"PLIN3";2.33518217361901e-05;2.1641436453117e-05
"PLIN4";3.79058209555683e-05;7.26499165902157e-05
"PLK2";1.27147196316044e-05;4.91775334295231e-05
"PLK5P";1.59483402756005e-07;4.9523934100756e-06
"PLLP";0.000388508253849328;0.000745490945227313
"PLOD2";0;0
"PLS3";0;0
"PLSCR4";-3.77925783873291e-05;0.000190665926057992
"PLTP";-1.77859282845432e-06;7.29027662013913e-06
"PLXNA1";-0.000807247871675376;0.000462404543039303
"PLXNB1";0.000132943125106935;0.000317453551487908
"PLXNB3";-0.000245673701030268;0.000334806839506183
"PLXND1";-5.65946469150792e-06;2.80051011192669e-05
"PM20D1";5.32198984789809e-06;2.18056361244698e-05
"PM20D2";0.000172682729523793;0.000142041394141046
"PML";-3.06482517162485e-06;8.31626207227835e-06
"PMM1";-0.000127048045622454;0.000181890190271982
"PMS1";-0.000437032492991132;0.000834882162054426
"PMS2";1.77273647116852e-05;3.61353605631162e-05
"PMS2L1";-0.000272356385446112;9.69283507997717e-05
"PMS2L11";-6.42335819202946e-09;1.35262670786838e-07
"PNCK";5.5392804349567e-05;0.000251908065421725
"PNLDC1";1.30795112733969e-05;6.64736734358764e-05
"PNLIP";-2.58428061383136e-06;3.34233975894099e-05
"PNLIPRP3";0;0
"PNMA2";-1.52373842574117e-05;2.91617154955559e-05
"PNMA5";-1.31117853182266e-06;6.48019788840134e-06
"PNMA6A";-1.93859638627649e-06;9.65164341246779e-06
"PNMAL1";0;0
"PNMAL2";-4.10245341254184e-05;0.000174703837669904
"PNMT";6.22354323650098e-07;1.18509144578821e-05
"PNPLA1";0;0
"PNPLA3";-9.17256727646929e-05;0.000459719919321984
"PNPLA4";3.4080790850707e-08;4.70562175610543e-06
"PNPLA5";3.7844408327267e-07;1.84759565652607e-06
"PNPLA6";3.25774136649135e-06;2.54007106139404e-05
"PNPLA7";-1.53021775846206e-06;2.87916583525781e-06
"POFUT2";-7.52620981442886e-06;1.2539910363292e-05
"POLD1";3.30538136358645e-06;8.55848595409161e-06
"POLE";-2.65962430102223e-06;3.66568124631535e-06
"POLE3";-5.33572675824942e-06;5.55190331448897e-06
"POLE4";-0.000129357016017209;0.000210283439139119
"POLG";9.28328309990094e-06;1.01835648714359e-05
"POLG2";-2.89975817583303e-05;4.4848095740956e-05
"POLH";-1.40946744039801e-06;7.89285653689421e-06
"POLM";2.03707989060418e-06;6.51012972599907e-06
"POLQ";9.45260469169248e-05;0.000278206700770842
"POLR1E";6.63842386252434e-06;1.61779664584812e-05
"POLR2E";-4.35235953498879e-09;2.15052710520338e-07
"POLR2F";-1.43653005045132e-05;5.05947333633168e-05
"POLR2J3";-0.000323460314115294;0.000158561295220329
"POLR2L";-4.32342288648488e-05;2.79900169823153e-05
"POLR3G";-0.000122329253409404;0.000153980209717506
"POLR3GL";1.0498288952682e-06;3.09254347828804e-06
"POLRMT";0;0
"POM121L10P";0.000140914083988327;0.000310771713896799
"POM121L9P";8.50318260115327e-07;5.77419747537713e-06
"POMGNT1";-2.18122798589946e-05;0.000180797710514326
"POMP";1.38889825157661e-06;1.5493765714557e-05
"PON2";0;0
"PON3";1.50407974655632e-05;2.92531809886172e-05
"POP4";2.82342415580504e-06;1.50636527511551e-05
"POPDC3";-1.18608273476662e-05;4.69195444914e-05
"POT1";-1.55464421475831e-06;8.34494343992509e-06
"POU2AF1";3.47114389826615e-05;8.45494197196117e-05
"POU4F1";0;0
"POU5F1";-3.19986701673682e-06;1.82948764939863e-05
"POU6F2";0;0
"PP14571";-4.71769760452558e-06;1.63058761949743e-05
"PPAP2A";5.17464994880358e-05;4.83403546107855e-05
"PPAP2B";-9.71770829868606e-06;2.03274074475963e-05
"PPAP2C";9.7953108933509e-07;9.30714223165105e-06
"PPAPDC1B";-1.56723489347646e-07;5.348188115003e-07
"PPAPDC2";9.32436309530889e-07;1.23860448127023e-05
"PPAPDC3";0;0
"PPARG";-6.23849341736882e-06;2.53028409910979e-05
"PPARGC1A";2.66434373425545e-06;2.25323489229529e-05
"PPARGC1B";2.49441165112848e-06;3.40156272816379e-05
"PPBP";1.37018212876325e-06;4.89493581411998e-06
"PPEF1";-3.89763007472184e-05;0.000212894087714128
"PPFIA1";0.000173616990262799;0.000102464542507832
"PPFIA3";-7.34710724319104e-05;0.000220273496662202
"PPFIA4";1.77163124630224e-05;6.6161101895132e-05
"PPFIBP1";-0.0004042878194025;0.000690278591807001
"PPFIBP2";0;0
"PPIAL4G";-5.10810798501143e-05;0.000324936200509519
"PPID";-4.81006011712191e-06;1.70755147683855e-05
"PPIE";0;0
"PPIEL";0;0
"PPM1D";-1.40706189913147e-06;5.64126779974238e-06
"PPM1F";-3.69149893790212e-06;8.04742052338149e-05
"PPM1J";-4.82813805906701e-05;3.26283691253192e-05
"PPM1L";-2.40687692126818e-06;1.99190298583604e-05
"PPM1M";-2.39212890867558e-07;3.12195194155014e-05
"PPP1R10";0.000566922497956757;0.000202655529848316
"PPP1R12C";-2.38499335764669e-06;6.64177902559023e-06
"PPP1R13B";0;0
"PPP1R14A";-6.59078455031561e-06;1.67757042989555e-05
"PPP1R14C";4.19633074668627e-05;9.73461424487916e-05
"PPP1R14D";-1.41642623222668e-05;0.000101366298755071
"PPP1R15A";-8.17203865930178e-05;5.28012991202359e-05
"PPP1R16B";-3.09568988053483e-05;0.000111481560636475
"PPP1R1A";5.52076176243883e-07;3.84249410118742e-06
"PPP1R1B";2.84749367375033e-06;1.13830692855414e-05
"PPP1R1C";-1.2736970168905e-05;8.22655289218117e-05
"PPP1R3B";5.06765118904664e-05;0.000135975955929671
"PPP1R3E";1.07033964586518e-05;6.3116948800892e-06
"PPP1R3F";3.18401321768156e-05;0.000156771528129575
"PPP1R3G";0;0
"PPP2R1A";-1.84533559330347e-07;4.23068077410331e-07
"PPP2R1B";-6.33560023635798e-06;2.11448461610641e-05
"PPP2R2C";-1.0058033795627e-05;6.63180056085115e-05
"PPP2R2D";-1.22187237144429e-05;1.9522293601024e-05
"PPP2R3B";8.64863410113551e-06;7.29146932757912e-06
"PPP2R4";-3.57435448669364e-05;9.75922984140341e-05
"PPP2R5B";-4.90526559387288e-05;3.52456852687129e-05
"PPP3CC";-6.17620166987864e-06;8.47881831188997e-06
"PPP4R1L";-6.44154512046374e-07;6.8943539651851e-06
"PPP4R4";0;0
"PPP6C";6.07284963397599e-07;1.46932634397256e-06
"PPPDE2";1.17530020952609e-05;6.52503410871653e-05
"PPT1";-7.63339710880518e-05;4.02943680771921e-05
"PPY2";4.92563349852678e-07;5.71704280069657e-06
"PPYR1";1.46032393464439e-06;1.16811891415739e-05
"PQBP1";-5.04002478594703e-06;6.03381699921513e-06
"PQLC2";-3.59113768843065e-07;1.19326029785553e-05
"PQLC3";8.01071051940513e-05;0.000161421409930594
"PRAF2";-1.92547759649238e-06;1.24756784429544e-06
"PRAME";1.65535729084096e-07;1.15081873733968e-06
"PRB3";-1.32889823413128e-06;8.48787159262379e-06
"PRB4";1.66948293284545e-06;1.98496344261136e-05
"PRCC";-1.81930579338104e-07;2.44306479497941e-06
"PRCP";-2.3744486347907e-07;3.00508669475169e-06
"PRDM1";2.46857306480967e-05;7.10192701173209e-05
"PRDM13";-6.65906619061711e-08;9.22883865570045e-07
"PRDM16";-3.29223449811577e-06;2.95511337775563e-05
"PRDM2";2.60100343752689e-05;6.80287554285247e-05
"PRDM6";5.37387983533164e-05;3.79487289477994e-05
"PRDM8";0;0
