"gene";"mean";"sd"
"RGS13";0.000196776283039691;0.00085037254047647
"RGS14";-3.02194547886061e-06;3.28349638289674e-06
"RGS17";7.08912506579902e-07;1.24311904424191e-05
"RGS20";-1.97583188477955e-06;2.4134087133863e-05
"RGS22";-1.12616438616951e-06;2.47202508231354e-06
"RGS3";6.27899201789771e-06;5.68797594298936e-05
"RGS6";6.5822199508783e-07;9.73664527205438e-06
"RGS7";-0.000105777257078894;0.000162747826554687
"RGS9";-6.937675618045e-06;4.72880318212536e-05
"RGS9BP";1.39899447121887e-08;1.53374315135859e-07
"RGSL1";1.06368076268872e-06;1.17453586699589e-05
"RHBDF1";-0.000240257404982016;0.000254218902796283
"RHBDF2";2.09905652435906e-05;4.94181049365728e-05
"RHBDL1";1.08814333917647e-06;7.94159344399485e-06
"RHBDL3";0;0
"RHBG";2.40895746775932e-05;0.000150141021910347
"RHD";-1.40613130607e-06;9.82454717568327e-06
"RHEBL1";0;0
"RHOA";0;0
"RHOB";-7.20390438046162e-07;2.21417097685113e-06
"RHOBTB1";1.38824493690683e-05;4.05587420758547e-05
"RHOBTB2";-2.06463283202229e-06;1.06438735198764e-05
"RHOBTB3";-1.82684216113279e-05;6.67539582494512e-05
"RHOC";3.53097776683775e-05;0.000123034931393361
"RHOH";0;0
"RHOU";0;0
"RHOXF1";1.78687974227093e-05;0.000142210383955012
"RHPN1";2.04066914220914e-06;3.65729127532635e-06
"RIC8A";9.92858552318517e-07;4.23038487362023e-06
"RICH2";2.115699873153e-05;7.00989279401283e-05
"RILP";-1.46002360971047e-06;6.76834456879075e-06
"RILPL1";0;0
"RIMBP2";2.45929791367797e-07;3.3163391625597e-05
"RIMBP3";-1.10865640022911e-06;2.34665962811494e-05
"RIMKLA";-1.37857735149522e-07;1.2869165691033e-06
"RIMS2";-1.64659982646856e-05;6.82227846825556e-05
"RIN2";3.43957294587044e-05;3.74461434886106e-05
"RIN3";-2.22970248547861e-07;4.85985744359308e-06
"RING1";1.31859174482831e-06;2.86079038465463e-06
"RINL";-1.73231911283116e-06;5.81716581618217e-06
"RIPPLY2";1.95966982725983e-07;2.86227529267847e-06
"RLN2";1.60670209898637e-06;4.6417459521658e-06
"RMI1";5.23175591359415e-05;0.000136419943370729
"RMST";0;0
"RNASE1";0;0
"RNASE2";-0.000150944692217636;0.000208460411631814
"RNASEH2B";1.70786665738348e-05;5.95545844701412e-05
"RNASEK";-5.12273878643951e-06;3.91589620828315e-05
"RNASEL";6.39163064410261e-07;5.38087210692736e-06
"RNASET2";4.38301467347138e-06;4.04060015059831e-06
"RND1";0.000108511308345315;0.000198292257875188
"RNF103";-8.32669186485113e-07;7.28774536349378e-06
"RNF113A";0;0
"RNF113B";7.06261799549288e-08;1.28936635415121e-06
"RNF122";-8.84069705071791e-06;1.49057380189675e-05
"RNF125";4.26599686341916e-07;1.67992463584674e-06
"RNF126";0.000854004580620149;0.000294394094069833
"RNF126P1";1.06621077062866e-05;0.000122231616879419
"RNF130";-2.44243398787512e-05;4.32178374169522e-05
"RNF138P1";8.63818455342166e-08;1.49070602814222e-05
"RNF14";0;0
"RNF141";4.69048213892744e-06;1.27420597056542e-05
"RNF144A";-1.63213321306877e-05;2.17135289915278e-05
"RNF144B";-1.69071356978316e-05;0.000166174625069212
"RNF145";6.64035960026638e-06;4.78356754466427e-05
"RNF149";-0.000378753904751216;0.000255113623337601
"RNF150";5.27177237963459e-07;2.04670372801531e-06
"RNF152";-3.21751847182436e-05;3.23415509650921e-05
"RNF157";0.0001571442412155;0.000259762660147834
"RNF165";2.18807411869625e-06;2.80668348508348e-06
"RNF166";1.76885118421929e-05;4.95614085843678e-05
"RNF17";3.11059482426873e-06;3.22941581725721e-05
"RNF180";0;0
"RNF182";0;0
"RNF183";-3.15673906981535e-06;1.10858371185867e-05
"RNF186";-3.00657054100988e-07;1.83715547332373e-06
"RNF19A";-0.000195660649017083;0.000232278615568767
"RNF208";-5.80117931676997e-06;2.9380381247749e-05
"RNF212";2.47077663315752e-06;1.96510565998814e-05
"RNF213";0;0
"RNF26";-3.0565170608135e-06;6.82117887274494e-06
"RNF31";-0.000232966393285996;0.00105044971439082
"RNF32";3.38836457774589e-06;7.77363777309308e-06
"RNF39";-4.93072263757504e-06;0.000112841440175451
"RNF43";0;0
"RNF5";-3.78711662945177e-05;1.4544433658844e-05
"RNF5P1";-5.69845841273807e-05;0.00013594010183409
"RNF8";2.83933594975535e-08;1.51685394570227e-06
"RNFT1";-6.54541538544029e-05;0.000143242775229258
"ROBLD3";-4.36713450880768e-07;8.44856591520083e-07
"ROBO1";-2.97777584363098e-06;8.01388675515475e-06
"ROBO2";3.00506109159794e-06;1.07952896554993e-05
"ROGDI";7.11868532377959e-06;2.61738080545622e-05
"ROR1";-2.00211261461119e-07;1.41623524972996e-06
"RORA";8.40051196812051e-06;9.61850035435573e-06
"RORB";9.93693131058678e-08;3.54797740668354e-06
"ROS1";-1.11982892286883e-06;5.72811657873253e-06
"RP1L1";-5.3101373102341e-07;5.75539686296376e-06
"RP9P";-8.28057654483262e-07;8.65656794908331e-06
"RPA2";-8.58433494429496e-06;9.64718559282239e-06
"RPA3";-1.27077061296053e-05;4.15506161553992e-05
"RPGR";1.15603305438775e-07;1.44267578435732e-06
"RPGRIP1";2.52337350141734e-06;8.792721839854e-06
"RPH3AL";-1.42378149187632e-06;4.37960868995616e-06
"RPIA";1.05868673537727e-05;1.63550448969647e-05
"RPL10";-6.08465648385544e-05;4.5285681614566e-05
"RPL10A";-3.7578497081331e-07;7.99388634467789e-07
"RPL13AP17";1.78372109288983e-06;1.8651497593522e-05
"RPL17";-1.30204110293835e-05;1.88503484756394e-05
"RPL22";6.09964808981471e-05;5.65045815323488e-05
"RPL23AP53";0;0
"RPL23AP7";5.32676975361699e-06;1.01674402229314e-05
"RPL26L1";0.000447495721991322;0.000278554932349571
"RPL39L";-4.8314642074484e-05;2.74475632496248e-05
"RPL3L";1.42572950199961e-07;7.96454272549089e-07
"RPL5";2.98640163859488e-07;4.67924183386356e-06
"RPLP2";-9.84625547825623e-05;0.00020421274512998
"RPN1";-0.00102684769652576;0.00115888166363669
"RPP25";7.74409942194759e-05;0.000131453128535473
"RPRM";2.12819210819395e-06;1.16723932559712e-05
"RPRML";0;0
"RPS10P7";3.08262901230048e-06;1.21879499556825e-05
"RPS27";0;0
"RPS27L";9.51825633478386e-06;4.11954418865368e-05
"RPS6KA2";-1.09831816658589e-06;6.32157325372442e-06
"RPS6KA4";6.29012823708794e-06;7.07048665020255e-06
"RPS6KA6";-5.8142959293042e-07;6.84922699695654e-06
"RPS6KC1";-1.41920571580307e-07;2.15403663696036e-06
"RPUSD1";1.87594236356939e-06;2.7734617018397e-06
"RPUSD2";0;0
"RPUSD3";-0.000226084722309286;0.000206788982833054
"RRAD";1.46611129414191e-05;0.000143628525049051
"RRAGD";3.75483320227247e-06;1.89428948534927e-05
"RRAS2";0.000519480891284445;0.00139027123933373
"RRBP1";-4.36221390886313e-05;0.000350220156679534
"RRM2B";-7.88326065152932e-06;1.21544098438363e-05
"RRN3P3";0;0
"RRP7A";-1.03005907573099e-06;1.59100606053765e-05
"RRP8";1.69950570748841e-06;5.49058707753835e-06
"RSAD1";0.0001676499475447;4.87239917469127e-05
"RSPH1";7.41657186278685e-05;0.000151014387800184
"RSPH4A";-7.32079173013849e-05;0.000178506939155789
"RSPH9";8.17337956354469e-07;3.13019287959918e-06
"RSPO1";0.000102614490542939;0.000145879530200333
"RSPO2";1.37044292693064e-05;2.56459416875636e-05
"RSPO3";0;0
"RSPO4";-2.8861735487494e-05;7.30070543854415e-05
"RSU1";0;0
"RTDR1";1.91796983904986e-05;7.78777892853267e-05
"RTEL1";-3.74498995845364e-05;4.50755513315882e-05
"RTKN";-3.54684617742696e-05;3.72562895118191e-05
"RTN2";-6.66836717217907e-06;3.58960870787226e-05
"RTN4RL2";0;0
"RTP1";2.97538016950834e-06;2.23728245528184e-05
"RTTN";0;0
"RUFY1";-7.3877844770365e-07;2.52088624749045e-06
"RUFY4";7.87510852232379e-06;4.54097204476886e-05
"RUNDC3B";1.47360385382879e-05;3.45159819885884e-05
"RUNX1";-3.45386608871022e-07;1.25364101592771e-05
"RUNX1T1";5.48907875036882e-05;0.000164795285258198
"RUVBL2";-6.52547371769683e-05;0.00014206832196213
"RWDD2B";-5.57679299481197e-05;2.01482405872966e-05
"RWDD3";0;0
"RXFP1";-1.0964536837614e-06;7.42604160186134e-06
"RXRA";-2.26513198683738e-07;3.72502238594055e-06
"RXRG";-0.00024855350937274;0.000644041173285877
"RYBP";3.82049402161967e-05;1.91647972951876e-05
"RYR2";0;0
"RYR3";-3.13251012307863e-05;9.14551530876353e-05
"S100A10";-0.00042121810676394;0.000145375146200309
"S100A13";2.55156550545973e-06;1.66198578357465e-05
"S100A4";-1.21477498470628e-05;1.05685686847619e-05
"S100A6";-0.0048261385074833;0.00287882184272892
"S100A7";0.000516248494251655;0.00142937781038484
"S1PR2";-3.6114125682006e-05;9.86356841000807e-05
"S1PR5";3.35751589548586e-08;8.62762092938808e-06
"SAA2";1.31720715709575e-06;7.69447504892754e-06
"SALL3";1.89466575756188e-06;0.000162488345719732
"SALL4";4.62197491342711e-06;1.3718883178347e-05
"SAMD10";4.34265025116346e-06;4.99898955945018e-06
"SAMD11";0;0
"SAMD12";4.03074130394002e-06;2.5281658236338e-05
"SAMHD1";-1.85924257205474e-05;2.17653186691386e-05
"SAMM50";1.28495206345062e-06;1.3024690520212e-06
"SAP30";-2.32137751259408e-05;3.76969069777622e-05
"SAPS1";-1.74184932615576e-06;5.17070651394388e-06
"SAR1A";-4.51864023102585e-05;0.000383344831531071
"SARDH";3.79292289474535e-05;7.03146947203041e-05
"SARM1";3.68867277683922e-06;3.32611003996279e-05
"SARS";-4.59506052148406e-06;8.84319515530729e-06
"SASH1";7.590324201968e-06;1.21870303704393e-05
"SATB2";-0.000516205888291339;0.00106385586170306
"SBDS";2.2528247135678e-06;4.29476265410062e-05
"SBK1";-1.43080902188331e-06;3.50613722949867e-06
"SC5DL";3.34314295844196e-05;8.14031631456897e-05
"SC65";4.90649043237297e-05;0.000154260681210701
"SCAND3";0;0
"SCAP";-2.6427028921223e-05;1.61468387605565e-05
"SCARA3";-4.55768211110922e-06;3.85026659886872e-05
"SCARB1";-8.06896593892764e-05;7.93862304151609e-05
"SCARNA12";0;0
"SCARNA7";6.22155829576978e-05;0.000263584576366709
"SCCPDH";7.12180173071474e-07;3.39806184008801e-06
"SCD5";-2.34436655632716e-05;6.63077525744968e-05
"SCG2";-8.91844336160965e-09;4.7644858664032e-07
"SCG5";9.70751579009824e-06;5.83463317983665e-05
"SCGB1A1";1.10487109891784e-05;7.68070253936427e-05
"SCGB2A1";4.23799333412703e-05;0.000189671626718966
"SCGB3A1";4.4714494851584e-06;3.71699023015419e-05
"SCGB3A2";-6.6424578874846e-06;4.71536570294932e-05
"SCGN";8.02365013173421e-06;9.4605357718674e-05
"SCLY";2.07137277533176e-05;6.61941853444592e-05
"SCMH1";-2.46086832078879e-06;1.80559996309939e-05
"SCML4";2.12544201084396e-05;4.885690971508e-05
"SCN1B";0;0
"SCN2A";3.00153478165279e-05;0.000149413827225328
"SCN3B";7.62273149968716e-05;0.000195872688161675
"SCN4A";-2.39843273233052e-07;1.62440510781252e-06
"SCN5A";0;0
"SCN7A";2.99578056837809e-07;2.2765237149935e-06
"SCNN1D";-3.46806450664878e-05;7.11418054679295e-05
"SCO2";7.39860382344079e-06;4.87177140446913e-06
"SCRN2";0;0
"SCT";0;0
"SCTR";-1.90955519519108e-06;7.32655880946893e-05
"SCUBE1";-1.17792511697953e-06;5.80013099470536e-06
"SCUBE2";7.67437571738851e-06;1.35803790677916e-05
"SCXB";-6.84597978107178e-05;0.000513615514320088
"SDC2";2.93510468578985e-06;8.20591244077953e-06
"SDC4";0;0
"SDCCAG8";1.81199263689268e-06;7.82336736871228e-05
"SDF2L1";0.000522832295090555;0.00131699725907967
"SDHA";-9.30565741775406e-07;5.7202781050074e-06
"SDHAF2";-3.15266087790916e-05;1.39140557910733e-05
"SDHAP1";5.73361332457978e-06;9.89600914094053e-06
"SDHB";-1.32308283736307e-06;7.63864572632899e-06
"SDHC";-0.000533122084865438;0.000938547886828709
"SDHD";0;0
"SDK1";0;0
"SDK2";7.80887902691594e-06;2.41593517593106e-05
"SDPR";2.5807579862275e-05;5.52879852780848e-05
"SDS";0;0
"SDSL";-0.000102171146742281;0.000194088808185449
"SEC1";-9.97449414608621e-07;6.72694697492489e-06
"SEC11A";2.69142421225643e-06;1.24303190762808e-05
"SEC11C";-1.01962357703881e-06;7.95802534742408e-06
"SEC14L2";-0.00164820861274958;0.000705349755849512
"SEC14L3";-1.97373962514017e-06;1.13646800061338e-05
"SEC14L5";0;0
"SEC22B";-4.27789302391442e-06;1.14700480026795e-05
"SEC22C";-4.01220097742863e-07;1.38377375230706e-06
"SEC23A";-1.42290234283231e-05;0.000137609576550263
"SELM";2.21431476396277e-06;4.9822747300418e-06
"SELO";4.37662563393177e-08;7.87491204033494e-07
"SELP";0.00031775063407316;0.000545460736204128
"SELS";8.47870674627061e-06;6.51684052538819e-05
"SEMA3A";8.64907157621847e-06;1.60773465774345e-05
"SEMA3B";0;0
"SEMA3G";0.000193331946131525;0.000269262030399775
"SEMA4C";-1.96001966969112e-05;3.49528746937063e-05
"SEMA4D";1.10466307953926e-06;2.56210628184153e-06
"SEMA4F";0;0
"SEMA5A";0;0
"SEMA6A";4.29729467683816e-05;2.96269148410386e-05
"SEMA6B";1.88517446248826e-05;2.61685056718921e-05
"SEMA6D";0;0
"SEMA7A";-8.37200488195212e-05;0.000161246140988606
"SEMG1";0.00109056866151072;0.00484425769007189
"SEMG2";3.23242196163798e-05;0.000148786919456205
"SENP8";2.94037678412757e-06;2.61600756885485e-05
"SEPP1";4.04604707411821e-05;9.0725677239305e-05
"SEPT12";-2.26130593645764e-07;6.04430365002947e-06
"SEPT4";7.44325823186149e-06;1.98378234062189e-05
"SEPT5";-1.66945093093395e-06;1.80619501916672e-05
"SEPT6";-7.041847448385e-06;6.30940994961204e-05
"SEPT9";-2.95033495026123e-05;4.01691990746474e-05
"SEPX1";-1.79254342492603e-06;3.12854352033033e-05
"SERINC4";0.000157895756047157;0.000201455441002707
"SERP1";1.96215007433445e-06;1.92997371698737e-05
"SERPINA12";-7.91034205399692e-07;8.36433937209089e-06
"SERPINA5";6.62692801073172e-07;6.48559084517691e-06
"SERPINB1";-6.91753071792752e-05;8.02798453609991e-05
"SERPINB10";2.06256012065577e-06;2.167106730157e-05
"SERPINB11";0;0
"SERPINB12";7.45272952415604e-05;0.000311730968988745
"SERPINB7";5.81486709951525e-07;4.79390259526614e-06
"SERPINB8";-0.0010031477199003;0.000755402876135201
"SERPINB9";2.4251550167449e-05;0.000122838460079283
"SERPINF1";-1.33824665514301e-06;1.92545860233432e-06
"SERPING1";-5.97641319863922e-05;0.000187912064826855
"SERPINI2";4.90639762954602e-07;1.8340224406913e-06
"SERTAD2";-2.95021686543255e-05;8.25376644920007e-05
"SESN1";5.74124935933796e-05;0.000157571381198936
"SET";-5.27972304291467e-06;1.11480165692793e-05
"SETBP1";-1.13039618232992e-05;2.01645141633267e-05
"SETD1B";-1.28875270236142e-05;4.15819110697806e-05
"SETD2";-0.0200078399848732;0.0192225985495113
"SETD7";0;0
"SETD8";0;0
"SETDB1";-1.19603954506523e-05;3.0244144979365e-05
"SETDB2";3.21737257374811e-07;5.92192330307579e-06
"SF3B1";-1.89052341037721e-05;4.01039299438945e-05
"SF3B14";-0.000896551865192804;0.00142323614777788
"SFI1";6.1517121847083e-06;2.73392519156801e-06
"SFMBT1";0.000124319633808164;5.51539306419467e-05
"SFMBT2";1.59293607480735e-06;3.52029202541519e-06
"SFPQ";-1.90496185492026e-05;4.07999241800917e-05
"SFRP1";-5.45370185518507e-06;2.65243451491222e-05
"SFRP2";-2.85423133488021e-06;9.17490341455193e-06
"SFRP4";7.57319350999149e-07;5.07663890070401e-06
"SFRS5";-0.000264006601322986;0.000940796330426978
"SFT2D1";-6.33058001984832e-05;9.51209089840932e-05
"SFT2D2";-1.99611089033291e-05;2.32757543704027e-05
"SFTA2";-4.83383751448244e-05;0.000133637864522009
"SFTPA1";9.32483720187044e-07;2.56333165150809e-05
"SFTPC";1.44444216338184e-06;6.42788042340787e-06
"SFTPD";-3.3371755711108e-06;2.2883678414507e-05
"SFXN2";-2.73673358464871e-06;7.11210814360945e-06
"SFXN3";-0.000224552712287159;0.000138163484257688
"SGCG";2.41209587287593e-07;8.80021920981107e-06
"SGCZ";4.79145550635441e-07;6.77022585044435e-06
"SGEF";2.33325080939327e-06;1.78958455364816e-05
"SGIP1";3.55683734479688e-08;2.10542588529011e-07
"SGK1";-2.78631128647617e-05;7.60189641242625e-05
"SGK2";5.85457405940267e-09;1.57885298302995e-08
"SGK3";5.27247803265862e-06;3.73579675235469e-05
"SGK494";-1.31111434639896e-07;7.36325093047473e-06
"SGMS1";0.000249297420670267;0.000692508553943578
"SGMS2";-0.000167364913605605;0.00013095138346914
"SGPL1";1.06297456462019e-06;2.35992671134319e-06
"SGPP2";7.49232038727247e-07;2.99554158826043e-06
"SGSH";-4.02966106264616e-06;1.83710665897577e-05
"SGSM1";-9.83486322100127e-06;6.96034525223044e-05
"SH2B3";-2.19189317508644e-05;2.83312146785197e-05
"SH2D4A";3.16033779334348e-05;9.28385915109865e-05
"SH2D6";8.5675130394978e-08;6.36138603660323e-06
"SH3BGRL";0.000151943055858455;0.000293531527547251
"SH3BGRL2";-5.03669064964384e-05;0.000120622015616869
"SH3BP2";8.126314210611e-06;2.23095253458142e-05
"SH3BP5";-0.000112244383498548;0.000136590015724595
"SH3D19";5.95967038889918e-06;1.94698965859973e-05
"SH3D20";0.000279102905604955;0.000715922108118542
"SH3GL1";0;0
"SH3GL3";0.00108743835924797;0.00187016856376809
"SH3GLB2";0;0
"SH3PXD2A";-2.81804495240365e-05;0.000148468123270124
"SH3PXD2B";5.20480537525773e-06;0.000264610790618035
"SH3TC1";0;0
"SH3TC2";-2.48780831580357e-06;1.1063478309156e-05
"SH3YL1";0.000397943281197163;0.000195233680570661
"SHANK2";2.95396115894443e-06;2.35568894757848e-06
"SHB";-2.23370987848928e-06;1.21156712672e-05
"SHC3";1.11305924407499e-05;2.5379472650247e-05
"SHD";-1.19553671186114e-05;1.94103279475873e-05
"SHF";0;0
"SHH";1.04205586721217e-05;2.96051073503338e-05
"SHISA2";-3.80748260455269e-05;0.000108036748347512
"SHISA4";0;0
"SHISA5";1.47206312605048e-05;4.91242121201724e-05
"SHISA6";-8.99622969640439e-07;1.01713438489059e-05
"SHISA9";0.000521952314874501;0.00197329864569
"SHMT1";-0.00106577422047914;0.000369650096515022
"SHMT2";-9.33140804627021e-05;0.000176583919965616
"SHOX2";-0.000365398501969323;0.000380909783204373
"SHPK";5.34652401295446e-08;3.05513605762927e-06
"SHROOM1";-2.6416748187852e-06;6.08453055608654e-06
"SHROOM3";-4.96031510060433e-06;1.22311524110069e-05
"SHROOM4";7.14103446932122e-06;2.37131620970227e-05
"SI";1.00517143163334e-05;6.15556832222192e-05
"SIAH2";-6.5336520580322e-06;1.37368597206258e-05
"SIDT1";0;0
"SIGLEC11";6.78085922414642e-05;0.000246977159784485
"SIGLEC14";-9.92464834695439e-06;6.37051391955092e-05
"SIGLEC15";-4.60985570238267e-06;3.8074579026469e-05
"SIGLEC5";-1.70767904531384e-06;1.26302061451047e-05
"SIGLEC6";-5.78019175909708e-06;3.16346951819889e-05
"SIGMAR1";0;0
"SIK1";1.93890728905006e-07;2.75348663124222e-06
"SIK2";-5.50256431061975e-08;2.09865534180726e-06
"SIL1";0;0
"SIM1";5.01488176771318e-08;4.99206856578355e-07
"SIM2";-6.67057139090769e-06;9.17046399668882e-06
"SIPA1";5.41763542040088e-08;2.08273660712913e-06
"SIRPA";-8.96774093429714e-07;1.11282511508383e-05
"SIRPB1";-1.28905106433617e-06;2.02689823424586e-06
"SIRT7";0;0
"SIX1";-3.73406909714192e-05;0.00013397951588964
"SIX2";3.22750666131228e-06;5.96422212056096e-06
"SKA2";-6.52627429592219e-07;4.1579467650619e-06
"SKAP2";4.67121720156335e-07;1.55481433132412e-05
"SKI";7.78760880787339e-06;3.88809501900604e-05
"SLAMF9";-1.42433821573862e-05;0.000128491415603762
"SLC10A2";-1.41323150398977e-06;1.4888741733797e-05
"SLC10A4";-1.98486760943154e-06;1.52205785960743e-05
"SLC12A4";-6.1235767301058e-06;1.02251357928261e-05
"SLC12A5";3.25957697925403e-05;0.000199489910907672
"SLC12A8";0.000207769169668647;0.00134919009031299
"SLC13A2";-9.31938868596901e-07;1.00745550102167e-05
"SLC13A3";-6.93898881397147e-07;1.93964932894743e-05
"SLC13A4";0;0
"SLC13A5";1.85535440037534e-05;4.76975640066831e-05
"SLC14A1";-1.25882312924909e-05;4.27252000324361e-05
"SLC15A4";-1.36017910670224e-06;8.8264030868463e-06
"SLC16A1";5.44136186359489e-06;2.79856937071261e-05
"SLC16A11";3.08081874965972e-06;1.7262886275073e-05
"SLC16A12";2.20670694710381e-06;2.51368962751904e-05
"SLC16A13";2.62358155154116e-06;1.44092292458577e-05
"SLC16A14";3.24449747187869e-07;2.84005262939839e-06
"SLC16A4";-3.15591828310998e-06;1.57999303412039e-05
"SLC16A6";-0.000222781912018565;0.00100979453525178
"SLC16A8";6.90617395871896e-07;9.56050173050041e-06
"SLC16A9";-3.34681966320758e-06;1.50401347390393e-05
"SLC17A7";0;0
"SLC17A9";5.71801932273168e-06;3.32404822496055e-05
"SLC18A2";0;0
"SLC18A3";0;0
"SLC19A1";-6.83263431590923e-05;0.000158597108835537
"SLC19A2";5.20674804264434e-06;7.79196523107265e-06
"SLC1A1";4.42316655811015e-06;2.79923874718028e-05
"SLC1A2";1.0907737591923e-05;1.6517277439635e-05
"SLC1A6";4.26306256948362e-05;8.85689995463822e-05
"SLC1A7";9.50581777684075e-06;2.59476974203296e-05
"SLC20A1";0;0
"SLC20A2";2.84106275349603e-06;1.01494672532341e-05
"SLC22A18";-7.51334699175781e-07;6.62158703692169e-06
"SLC22A2";1.88734507980336e-07;2.94583444390106e-06
"SLC22A20";-2.48810214003337e-06;3.10880785010253e-05
"SLC22A23";0.000152241179076171;4.16971985596682e-05
"SLC22A3";-7.28341666159407e-05;6.10266629760282e-05
"SLC22A5";1.87199615768758e-06;8.02473290999248e-05
"SLC22A8";7.49346592495792e-06;0.000106205432938528
"SLC23A2";0.00101831411145668;0.00138278879264109
"SLC23A3";-3.35463339031007e-05;2.65520541213851e-05
"SLC24A1";4.54441908510156e-06;6.97668012114377e-06
"SLC24A2";7.62502060444823e-07;1.40406069133444e-05
"SLC24A3";0;0
"SLC24A4";1.93963509632788e-06;2.95780338857473e-05
"SLC24A6";-7.27586321433694e-05;4.60374189731797e-05
"SLC25A10";0.00013258753663283;0.000238747484490604
"SLC25A13";0;0
"SLC25A15";3.06290488036921e-07;4.22556897058745e-06
"SLC25A16";-1.47648960019268e-06;5.92541532916552e-06
"SLC25A17";4.97402113628021e-07;2.26407442264475e-06
"SLC25A19";-9.95395692306467e-08;6.2847387026094e-07
"SLC25A20";-1.00127435976419e-06;5.80780804370666e-06
"SLC25A21";6.67623390242745e-06;1.03351113799013e-05
"SLC25A23";-2.11878217970315e-05;5.97446781891757e-05
"SLC25A26";1.53848977975377e-06;1.42830679945527e-05
"SLC25A28";8.94000470331491e-05;4.44505487646119e-05
"SLC25A29";5.82857449079212e-05;0.000193454867645281
"SLC25A30";-0.000210012967928335;0.000216949008427944
"SLC25A34";0.000103544299882545;9.2266048454707e-05
"SLC25A4";2.17227347206737e-06;8.83342840188206e-06
"SLC25A41";7.45593303473209e-07;4.07643306606272e-06
"SLC25A42";1.20357198609931e-06;3.72869629271771e-06
"SLC25A43";-0.000830352996081688;0.000301203478501915
"SLC25A44";0;0
"SLC25A45";0.000117236099171966;0.000147025309509331
"SLC25A5";4.20606016233412e-05;3.72771537329581e-05
"SLC25A6";4.882627157392e-05;3.04091950482581e-05
"SLC26A11";-4.02603975698721e-05;0.000166282607221143
"SLC26A2";-0.000168317044354908;0.000195969707205938
"SLC26A3";2.09018634044652e-07;1.40478475548886e-06
"SLC26A4";-2.85512309722296e-05;7.93100358810266e-05
"SLC26A5";-8.35917455029934e-05;7.21464370517053e-05
"SLC26A6";-0.0002040897443783;0.000344485051651204
"SLC26A7";0;0
"SLC26A9";5.349415035441e-05;0.000194295819073315
"SLC27A1";-0.000166055223988321;0.000374191658070984
"SLC27A3";2.9899474614314e-06;5.22114371240109e-06
"SLC27A6";0;0
"SLC28A2";-2.72088038078573e-05;0.000114427082905462
"SLC29A1";8.4065648390023e-06;1.6851866321679e-05
"SLC29A2";1.45146872641311e-06;1.8374444817304e-06
"SLC29A4";1.59897932857326e-07;1.02979349095498e-05
"SLC2A11";2.52182473250518e-05;0.000192507474905967
"SLC2A12";-3.18936268743518e-06;2.77483565172392e-05
"SLC2A13";5.33037831023441e-07;7.5258948067979e-07
"SLC2A14";-1.09061153047084e-05;2.49820567093318e-05
"SLC2A4";1.05578158144843e-05;2.09003864544453e-05
"SLC2A8";-1.28232940329431e-07;2.00452999173245e-06
"SLC2A9";3.00576948577339e-05;8.46694401497877e-05
"SLC34A2";-7.9422657707781e-05;0.000147094483687311
"SLC34A3";-2.54412641544446e-06;8.78015306812276e-06
"SLC35B2";8.53693829608118e-06;3.14177494562588e-05
"SLC35B3";-7.16672889048527e-05;0.00014957813411729
"SLC35C1";-5.94492133816324e-06;8.29644317412761e-06
"SLC35C2";-1.18648125870375e-06;2.82372049760099e-05
"SLC35D1";-4.985655675533e-08;8.67469990924601e-07
"SLC35D2";-8.61556288884354e-05;5.95018747080053e-05
"SLC35D3";-6.23772851646881e-06;3.60699219937719e-05
"SLC35E3";-6.02404000051697e-06;4.44503379839161e-05
"SLC35E4";-1.38772145361538e-07;3.46289143875933e-06
"SLC35F3";1.84124859587151e-06;4.77430546885711e-06
"SLC35F4";8.76698613322571e-06;4.57095430274826e-05
"SLC36A2";4.89053474752188e-07;4.7760496497364e-06
"SLC36A4";-1.63151638188036e-05;5.61012109941489e-05
"SLC38A1";-0.000213420778060347;0.000389804714992254
"SLC38A10";0;0
"SLC38A11";0;0
"SLC38A4";-3.19999516564371e-05;0.000114199591155861
"SLC38A5";-4.49961996752089e-05;0.000191667644698592
"SLC38A6";3.19370831811763e-07;1.60174337245808e-05
"SLC39A13";2.76775496773438e-05;1.59010277712719e-05
"SLC39A14";1.09185831516594e-08;2.33033783399099e-07
"SLC39A7";-2.89909593022114e-06;1.43441421010906e-05
"SLC39A8";-2.39029416349219e-07;5.80908276242217e-06
"SLC3A2";-4.40793701310951e-05;0.000296002344696985
"SLC41A1";-7.87582022298804e-05;0.000172850807070766
"SLC41A2";0;0
"SLC41A3";2.81515377721802e-05;2.43708218760521e-05
"SLC43A2";-6.18549968521068e-06;1.12653251634427e-05
"SLC44A2";1.01317099998317e-05;2.66372488947041e-05
"SLC44A3";3.41397844387266e-05;1.90251138767607e-05
"SLC44A5";0;0
"SLC45A1";-1.829947453964e-05;5.06968616665158e-05
"SLC45A3";1.78826768715349e-06;2.36176912188531e-06
"SLC47A1";-0.000163381393878019;0.000254990249912393
"SLC47A2";-1.2839572706605e-06;8.3505106663781e-06
"SLC4A10";3.96653133535931e-06;1.00999300655833e-05
"SLC4A11";0.000394596924389429;0.000651781665065464
"SLC4A2";0;0
"SLC4A4";2.80546196919124e-07;3.17347462581335e-05
"SLC4A5";1.57375358015868e-06;6.21154300024845e-06
"SLC5A1";3.89860371550973e-05;0.000179383829876553
"SLC5A10";9.58167169462681e-06;4.47701890844713e-05
