"gene";"mean";"sd";"se"
"CTPS";-2.951409244309e-05;3.208138487187e-05;1.8990945537661e-09
"CTSA";-0.00439232392355348;0.00404638439552899;3.56466085245432e-05
"CTSB";1.41366713086519e-05;3.30247911429442e-05;1.28920819727765e-09
"CTSC";-0.00265084872823891;0.00224283815605147;1.20514454286922e-05
"CTSF";7.60217326568818e-05;0.000105583615107206;1.69141803678556e-08
"CTSK";6.43518460860904e-06;1.84448525501426e-05;3.8122674193404e-10
"CTSL1";0;0;0
"CTSZ";3.67723745286644e-06;3.11574645788287e-06;2.32186102979498e-11
"CTXN3";-2.42953425231482e-06;3.36825541518372e-05;1.13909172352159e-09
"CUEDC2";1.62782054290264e-05;0.000256826851723622;6.61479556263805e-08
"CUL1";-1.15995636545011e-05;1.94300232016182e-05;5.11634643775271e-10
"CUL3";2.51074124217571e-05;2.57399474069506e-05;1.29215304998613e-09
"CUL7";2.2124175234635e-08;2.5172752912238e-07;6.37822014720324e-14
"CUTA";-1.23972849382874e-05;8.82115070755184e-06;2.31414470959742e-10
"CUX1";0.000750770081723125;0.000198138456808645;6.02868700536795e-07
"CUX2";3.17920271493255e-06;1.20024425769053e-05;1.53997664925044e-10
"CUZD1";1.61769097571337e-06;1.35964448252756e-05;1.87264274166717e-10
"CWH43";-7.74862562986014e-06;3.76333739110578e-05;1.47465750908129e-09
"CXADRP2";-0.000105843946625281;0.000608659091299497;3.81236043204747e-07
"CXCL1";3.36009592713629e-06;3.39173120933747e-05;1.16033039766721e-09
"CXCL12";-0.000215004232495044;0.000315464537530514;1.45628435231013e-07
"CXCL14";-3.76145335121271e-05;5.06929069992027e-05;3.98162188264976e-09
"CXCL16";-3.22781396969811e-06;0.000182049067061451;3.31135644715073e-08
"CXCL2";0;0;0
"CXCL5";0;0;0
"CXCR1";5.74208585146759e-07;5.99767049607209e-06;3.62597434542012e-11
"CXCR2";0;0;0
"CXCR2P1";-7.47470564639642e-05;0.000168551805988416;3.39636448369115e-08
"CXCR4";0;0;0
"CXCR7";-1.74007883844649e-05;4.03656630783882e-05;1.93027070295823e-09
"CXorf22";-1.02159449350128e-06;1.39557803863709e-05;1.95579933690793e-10
"CXorf26";-9.56699923552753e-06;2.96836242692619e-05;9.71615681199338e-10
"CXorf38";-1.05787487938205e-06;1.51886058352638e-05;2.31543344438293e-10
"CXorf40A";-0.00153483588331479;0.000768043404676961;2.94492273556226e-06
"CXorf41";-7.85553682609787e-08;1.26463516321994e-06;1.6036046983648e-12
"CXorf42";-2.76752403618934e-06;1.41517684335599e-05;2.07697775828878e-10
"CXorf49B";-5.96102036721136e-07;1.08770193504915e-05;1.18526675498085e-10
"CXorf61";-1.10189367178517e-06;1.09888618758755e-05;1.21828185966074e-10
"CXXC4";0;0;0
"CXXC5";-9.75386944566141e-06;2.21265955734328e-05;5.8415225430094e-10
"CYB561D1";8.19013178851703e-07;5.34699312789441e-06;2.92277181722219e-11
"CYB5A";0;0;0
"CYB5B";2.92227330761854e-06;1.18218955748161e-05;1.48133628491764e-10
"CYB5R1";1.3409507010612e-06;9.80081984927611e-06;9.77420034659238e-11
"CYB5R2";0.000980265472184486;0.00167847480664062;3.77490686024541e-06
"CYB5R3";-1.76031262733347e-07;4.40603531011207e-07;2.24891687896775e-13
"CYB5RL";0;0;0
"CYBASC3";0;0;0
"CYBRD1";0;0;0
