"gene";"mean";"sd";"se"
"ETS2";3.82578715875902e-05;2.98961067848536e-05;2.34813176012796e-09
"ETV1";-2.27002584737996e-05;7.01476285879557e-05;5.38473434591074e-09
"ETV2";-5.61040781343197e-07;1.39352276567898e-05;1.92482518168989e-10
"ETV3L";-5.23297757430626e-05;0.00012606934348442;1.84663277191765e-08
"ETV4";1.26374451877263e-05;1.52495804021075e-05;3.89832330579374e-10
"ETV5";-4.61925543833071e-05;0.000102334376273585;1.24969899335157e-08
"ETV6";-6.80802217045186e-05;6.38931819230493e-05;8.674730922169e-09
"EVC";6.43595442376399e-05;6.39843784609454e-05;8.19350578102028e-09
"EVPLL";0.000137772220336832;0.000359010723762049;1.46527293850023e-07
"EVX1";-4.80886983877382e-05;5.87578104672879e-05;5.72903986717294e-09
"EWSR1";2.38286754641442e-05;6.2557728747436e-05;4.44050989389206e-09
"EXD3";4.29122199948594e-05;4.84968808686758e-05;4.16890662623201e-09
"EXOC3L2";-0.000943462218855878;0.000548895856784624;1.18826921727883e-06
"EXOC4";-0.000124900446158411;0.000332348294896442;1.24904933601136e-07
