"gene";"mean";"sd";"se"
"LGR4";-6.14960864768837e-05;3.47366376800881e-05;4.9735059332738e-09
"LGR5";4.45208629397614e-05;7.67862936904765e-05;7.80545034674804e-09
"LGR6";-4.2021873572838e-05;0.000152375612983223;2.46975192729054e-08
"LGTN";-1.43317179923526e-06;9.14191986960233e-06;8.45968939021528e-11
"LHB";4.36026487475268e-06;1.24592346946427e-05;1.72327987976707e-10
"LHFPL5";1.86946796685048e-08;6.37545808959307e-07;4.01796067365515e-13
"LHPP";-0.000684468344247153;0.000557449896319189;7.75410876653006e-07
"LHX1";-4.61611635775534e-05;0.000147485040597915;2.36141490230001e-08
"LHX2";1.57585770339557e-05;1.00065775458635e-05;3.4722815179574e-10
"LHX3";-7.77829185760337e-07;2.68706237443033e-05;7.13721482842633e-10
"LHX5";-9.11308489407417e-07;8.20177640466676e-06;6.72691361921484e-11
"LIF";-8.95592270050221e-06;4.76792175040694e-05;2.32545080504736e-09
"LIFR";3.9203476486534e-05;0.000130196946655068;1.82788828583118e-08
"LILRA3";-1.44456626881589e-05;6.09753952993281e-05;3.88077478226236e-09
"LIMCH1";-0.00130841377820933;0.000705229321111846;2.20315490671751e-06
"LIMD1";-1.51365691966397e-05;3.31865334916617e-05;1.3168648679762e-09
"LIMD2";0.000530878269048959;0.000528434734807255;5.57627557734409e-07
"LIMK2";-5.928021485114e-05;8.27819459972743e-05;1.02823913622745e-08
"LIMS2";8.58610919489812e-05;5.06027511623151e-05;9.90115271580245e-09
"LIN7B";3.5093450759237e-05;0.000100850243450698;1.12767568087244e-08
"LINGO2";1.36500696178309e-07;5.21985090715686e-06;2.692909514914e-11
"LINGO3";-2.34639147666821e-05;6.06980286120021e-05;4.18932139729756e-09
"LINGO4";-3.13569876480781e-05;4.72387028786832e-05;3.18720640242148e-09
"LIPA";0.000101990469988996;0.000166621321492951;3.78219717967811e-08
"LIPG";-4.47808902906445e-05;0.000127919777596703;1.81667794936327e-08
"LIPT2";6.77117703882674e-06;3.40419734446965e-05;1.19039793084612e-09
"LITAF";-0.000261700577032257;0.000261741642621601;1.36150093236057e-07
"LLGL2";5.8309744829863e-06;3.92709638603532e-05;1.5571692535656e-09
"LLPH";9.12220624730807e-05;0.000139469365003395;2.75330239652503e-08
"LMAN2L";0.000409715115646837;0.000161382087107651;1.9358912096651e-07
"LMBR1L";-6.51591990480508e-05;0.00011884404707117;1.81952595161434e-08
"LMCD1";0.000332642498473582;0.000225592616890669;1.6091476393453e-07
"LMF2";-2.10765381378531e-05;2.09333846008005e-05;8.77017092809739e-10
"LMNA";9.17694363801386e-05;6.19570332006468e-05;1.22129123799738e-08
"LMO1";-7.00652163607323e-07;6.30586947246591e-06;3.97639898037775e-11
"LMO2";3.79646419875441e-05;3.90483936623327e-05;2.94726668085573e-09
"LMO3";-6.95136344819736e-06;5.90185885047656e-05;3.48851285042583e-09
"LMO7";-3.64597403358424e-05;2.52505789495061e-05;1.95903289971285e-09
"LMOD1";0.000553895103685049;0.00044832704402338;5.05315478135892e-07
"LMOD3";0.000178543573057911;0.000292103298727576;1.16148757729699e-07
"LMTK3";-1.04802669170858e-06;1.7523406741651e-05;3.04377158794276e-10
"LMX1B";2.52915864329502e-05;6.51139167615226e-05;4.82714301691414e-09
"LNP1";0.00099346504995247;0.000472341683395124;1.20732506806723e-06
"LNX1";-0.000587366408157734;0.000454852758170756;5.49336118780803e-07
"LOC100009676";0.000187643828442529;0.000141411561845477;5.49605567956086e-08
"LOC100126784";8.06495764274804e-05;6.30323213976845e-05;1.04283774280861e-08
"LOC100127888";-4.44275537049439e-05;0.000143496316588222;2.23107881448846e-08
"LOC100128292";-9.66111053811464e-06;2.11548741633862e-05;5.35340712008637e-10
"LOC100128675";0.000249613875156759;0.000594384502677382;4.11238382495998e-07
"LOC100128788";-1.42696482495078e-05;2.5767555752645e-05;8.59392668044354e-10
"LOC100129034";0;0;0
"LOC100129066";-0.000141483758834952;0.000432290207551157;2.04585380971719e-07
"LOC100130238";-2.74583276478253e-06;9.07493483832435e-06;8.88773183818649e-11
"LOC100130331";-5.86517627168514e-06;2.86205894161171e-05;8.43425614698883e-10
"LOC100130691";5.3489812945235e-05;0.000140096259861963;2.22458139430502e-08
"LOC100130776";0.000130266004169796;7.61432728155062e-05;2.26954520843965e-08
"LOC100130987";-1.77047171886463e-05;5.37691187174992e-05;3.16888232199565e-09
"LOC100131434";9.30944308644066e-05;0.000153322065614377;3.18840108893349e-08
"LOC100131551";1.42517730762485e-05;0.000254469762470419;6.41585303313738e-08
"LOC100131726";6.70294389568561e-06;2.68421907246441e-05;7.56537558496532e-10
"LOC100132215";-5.91978225463999e-07;1.05609788438823e-06;1.45201129735862e-12
"LOC100132354";-6.21795295593542e-06;2.25107087208652e-05;5.39138995372731e-10
"LOC100132707";0;0;0
"LOC100133331";-8.80856280461299e-06;1.82284377102135e-05;4.0576454792245e-10
"LOC100133469";1.22078846786781e-06;6.78314802185587e-06;4.69333833340515e-11
"LOC100133545";-3.412029033018e-05;0.000133901684828496;1.88725015701516e-08
"LOC100133669";2.31943749408445e-06;1.11196197166334e-05;1.27499239812463e-10
"LOC100133985";4.16635313771067e-06;3.4545803735863e-05;1.1960375658822e-09
"LOC100133991";-4.15544776401057e-06;2.57471726475457e-05;6.72000486210803e-10
"LOC100134229";-2.32587853425742e-05;3.83456551064255e-05;1.99320740725731e-09
"LOC100134713";8.13407925081836e-06;2.37974868404011e-05;6.25492015549027e-10
"LOC100144604";-2.73584628810496e-05;0.000102796621099634;1.11851722166476e-08
"LOC100188947";1.66220699511043e-05;4.95237419185384e-05;2.69861519821397e-09
"LOC100190939";-1.66474560805032e-05;3.82393738182542e-05;1.72133503840876e-09
"LOC100190940";-8.28313917994714e-05;0.000188162490333554;4.18290619548693e-08
"LOC100192378";7.287741553644e-05;0.000206498077724837;4.74261360696442e-08
"LOC100216545";-0.000377304969842443;0.000492618347989632;3.82035916095989e-07
"LOC100240735";-5.48513018633277e-06;1.9516674333076e-05;4.0628475392482e-10
"LOC100270710";-1.0830910196687e-05;3.7728896547154e-05;1.52320455116114e-09
"LOC100272216";-0.000231533324024044;0.000582467785175509;3.88687898175364e-07
"LOC100272217";-5.09436947821154e-05;5.40406595514724e-05;5.47959868966631e-09
"LOC100287718";2.92821098583441e-05;0.000160294866680821;2.62346708804448e-08
"LOC100302401";-4.57630263162144e-05;4.32849016647829e-05;3.94470663898142e-09
"LOC100302650";-3.62111413773248e-05;7.23630242634273e-05;6.4830070369344e-09
"LOC113230";-2.53716159858169e-05;6.43613742149252e-05;4.73496481460449e-09
"LOC115110";-8.71613348800786e-06;3.04860334984489e-05;9.93895169122547e-10
"LOC116437";-0.00010903389214596;0.000401020688389885;1.70720579776445e-07
"LOC134466";0.000404982642256047;0.000395278307923335;3.18326931358057e-07
"LOC143666";0.00015429287945418;0.000472446586320114;2.44256442700167e-07
"LOC144486";-0.000119807826424846;0.000693836779441681;4.89820064908205e-07
"LOC144571";5.43174143346693e-06;0.000121338640741263;1.45708033082714e-08
"LOC145783";-0.000133827851201591;8.17324680165317e-05;2.45076185257026e-08
"LOC146336";-4.30034319788439e-05;0.000141128524888095;2.15206635936527e-08
"LOC146481";-1.56608371498573e-06;1.40947534348716e-05;1.98662074389824e-10
